0,395,567,leva.png,1213,1280
1,402,652,leva.png,1213,1280
2,420,741,leva.png,1213,1280
3,437,817,leva.png,1213,1280
4,454,840,leva.png,1213,1280
5,480,864,leva.png,1213,1280
6,510,890,leva.png,1213,1280
7,550,922,leva.png,1213,1280
8,602,929,leva.png,1213,1280
9,656,922,leva.png,1213,1280
10,713,890,leva.png,1213,1280
11,740,864,leva.png,1213,1280
12,762,840,leva.png,1213,1280
13,780,816,leva.png,1213,1280
14,800,739,leva.png,1213,1280
15,811,652,leva.png,1213,1280
16,809,567,leva.png,1213,1280
17,418,518,leva.png,1213,1280
18,439,492,leva.png,1213,1280
19,477,483,leva.png,1213,1280
20,515,487,leva.png,1213,1280
21,548,504,leva.png,1213,1280
22,646,504,leva.png,1213,1280
23,680,487,leva.png,1213,1280
24,720,483,leva.png,1213,1280
25,755,490,leva.png,1213,1280
26,783,517,leva.png,1213,1280
27,597,539,leva.png,1213,1280
28,599,565,leva.png,1213,1280
29,599,605,leva.png,1213,1280
30,600,657,leva.png,1213,1280
31,540,682,leva.png,1213,1280
32,567,692,leva.png,1213,1280
33,599,699,leva.png,1213,1280
34,632,692,leva.png,1213,1280
35,661,683,leva.png,1213,1280
36,451,548,leva.png,1213,1280
37,480,529,leva.png,1213,1280
38,520,529,leva.png,1213,1280
39,547,546,leva.png,1213,1280
40,520,562,leva.png,1213,1280
41,479,562,leva.png,1213,1280
42,654,544,leva.png,1213,1280
43,684,525,leva.png,1213,1280
44,727,525,leva.png,1213,1280
45,753,546,leva.png,1213,1280
46,727,558,leva.png,1213,1280
47,684,558,leva.png,1213,1280
48,530,777,leva.png,1213,1280
49,555,759,leva.png,1213,1280
50,577,743,leva.png,1213,1280
51,601,748,leva.png,1213,1280
52,623,744,leva.png,1213,1280
53,648,758,leva.png,1213,1280
54,671,775,leva.png,1213,1280
55,648,801,leva.png,1213,1280
56,623,811,leva.png,1213,1280
57,601,815,leva.png,1213,1280
58,577,811,leva.png,1213,1280
59,555,803,leva.png,1213,1280
60,539,776,leva.png,1213,1280
61,568,767,leva.png,1213,1280
62,601,770,leva.png,1213,1280
63,638,766,leva.png,1213,1280
64,664,776,leva.png,1213,1280
65,638,774,leva.png,1213,1280
66,601,779,leva.png,1213,1280
67,568,775,leva.png,1213,1280
68,399,512,leva.png,1213,1280
69,416,437,leva.png,1213,1280
70,501,395,leva.png,1213,1280
71,600,385,leva.png,1213,1280
72,702,395,leva.png,1213,1280
73,788,438,leva.png,1213,1280
74,801,512,leva.png,1213,1280